10th_percent,12th_percent,jee_rank,gender,experience,engineering_field,college_tier,salary
90.9,89.5,2003,Female,5,Computer Science,State College,1492549
97.0,100.0,1,Female,2,Computer Science,Mid IIT,807898
96.9,91.6,1,Female,7,Electrical,NIT,2318447
72.1,74.2,237712,Male,3,Computer Science,Private College,1128490
97.0,94.0,67,Female,10,Mechanical,Mid IIT,1752639
90.5,87.6,3137,Male,2,Mechanical,State College,471207
69.8,76.7,25133,Male,5,Computer Science,State College,662206
80.0,76.5,169533,Male,3,Electrical,State College,621636
80.2,72.3,208612,Female,3,Mechanical,Private College,399255
86.7,87.0,863,Male,2,Civil,NIT,1079524
68.6,67.1,3243,Male,2,Electrical,State College,250000
94.0,88.2,84,Male,5,Mechanical,Mid IIT,2058095
83.4,90.0,410,Male,8,Computer Science,State College,1771314
84.9,73.1,106803,Female,7,Electronics,State College,1102835
72.6,72.1,134171,Female,5,Electrical,NIT,1198046
83.5,85.4,9498,Male,8,Computer Science,State College,1710508
71.1,75.4,53074,Female,10,Mechanical,State College,764933
88.9,85.1,4098,Male,6,Electrical,NIT,439604
80.2,85.1,794,Female,4,Electrical,State College,772134
76.4,68.7,38518,Male,8,Computer Science,State College,980015
85.2,86.7,14936,Female,3,Electrical,State College,672742
83.7,78.3,11137,Female,3,Computer Science,State College,878130
97.8,95.9,5299,Female,2,Electrical,State College,250000
81.7,73.7,3770,Male,9,Computer Science,Private College,594647
94.8,77.4,51855,Female,7,Electrical,Mid IIT,1715593
96.0,94.0,306,Male,4,Mechanical,Mid IIT,1185449
95.5,95.0,1,Female,7,Computer Science,Mid IIT,3000000
74.3,74.1,12981,Male,4,Mechanical,State College,916606
65.9,63.6,7362,Male,9,Computer Science,Private College,1407713
75.1,71.7,114649,Male,4,Computer Science,State College,250000
69.6,78.3,21028,Male,2,Electronics,NIT,1536467
74.4,72.5,52549,Female,5,Mechanical,State College,1087380
96.1,87.2,8892,Male,3,Computer Science,State College,544305
79.8,80.3,22369,Female,3,Computer Science,State College,333518
86.0,80.4,8471,Male,7,Mechanical,State College,1048897
79.7,78.5,8176,Male,2,Mechanical,State College,348235
82.1,79.1,2833,Female,3,Mechanical,State College,1039613
82.1,70.9,25864,Male,4,Computer Science,State College,691468
83.8,86.3,1864,Female,1,Civil,State College,547076
63.5,71.6,12907,Male,3,Mechanical,State College,250000
75.0,73.0,14649,Male,3,Computer Science,Private College,591378
76.9,77.9,7833,Female,4,Civil,State College,533698
98.0,93.8,1361,Male,6,Civil,NIT,1621270
93.6,90.1,21728,Male,7,Computer Science,Mid IIT,3000000
75.9,74.9,35720,Female,4,Computer Science,NIT,943413
74.5,81.8,249806,Female,4,Electronics,Private College,552824
89.6,84.5,1943,Male,2,Mechanical,State College,918630
76.7,80.5,26179,Male,6,Computer Science,State College,389248
64.0,71.5,9768,Female,6,Computer Science,State College,681249
81.1,88.9,3079,Female,10,Computer Science,NIT,1829495
91.1,96.0,19394,Male,5,Electronics,State College,1155690
82.1,85.2,11014,Male,5,Electrical,State College,691091
99.0,88.7,591,Female,1,Electronics,NIT,1237168
76.1,84.8,31965,Female,2,Electrical,NIT,647603
100.0,100.0,696,Female,7,Computer Science,Top IIT,3000000
79.4,73.8,13181,Male,3,Mechanical,State College,696829
78.3,74.5,17866,Female,2,Civil,NIT,924997
87.0,89.5,169,Male,9,Computer Science,NIT,2337513
62.400000000000006,67.6,7275,Female,6,Electrical,State College,1088680
80.9,84.1,32465,Male,3,Civil,State College,893913
78.1,79.9,32280,Female,10,Mechanical,State College,574644
82.8,90.0,141,Male,5,Civil,NIT,1427882
74.9,67.3,2900,Male,4,Civil,State College,1476310
58.0,70.6,6854,Male,6,Mechanical,State College,565579
85.5,92.0,13861,Male,3,Electrical,NIT,1739278
79.3,79.3,7909,Female,5,Computer Science,State College,1545657
82.4,79.5,184930,Female,9,Electrical,State College,573126
94.7,88.7,1364,Female,2,Computer Science,State College,538104
94.3,94.0,2545,Male,2,Mechanical,Private College,448619
81.0,76.2,25952,Female,5,Mechanical,State College,1331638
83.1,80.0,42817,Male,5,Electronics,State College,751346
72.0,75.9,213884,Male,4,Mechanical,State College,555003
81.2,81.4,66569,Female,6,Mechanical,State College,250000
67.5,63.3,249971,Male,4,Mechanical,Private College,765349
96.0,93.3,466,Female,8,Computer Science,NIT,1247141
88.2,88.3,7613,Male,1,Computer Science,NIT,878896
74.6,77.3,7754,Female,4,Computer Science,State College,250000
78.4,74.4,60363,Male,1,Computer Science,Private College,568541
71.3,72.6,250021,Male,5,Mechanical,Private College,790994
69.1,78.6,29137,Male,4,Computer Science,State College,626887
78.2,76.0,5124,Female,7,Computer Science,Private College,454992
88.2,81.4,15428,Male,7,Computer Science,State College,787238
79.4,74.7,95395,Male,7,Mechanical,State College,575972
73.4,70.9,33038,Male,10,Mechanical,NIT,1273274
78.9,71.6,101133,Female,8,Computer Science,State College,1026993
87.8,83.9,7773,Male,2,Electrical,State College,724745
78.6,76.5,1911,Female,9,Electronics,NIT,1748491
85.1,79.0,31251,Male,10,Electrical,State College,1122345
71.5,74.8,121758,Male,2,Mechanical,State College,1183121
79.6,80.7,7948,Male,5,Mechanical,Private College,730216
78.2,75.9,39833,Female,5,Electrical,State College,963979
90.5,82.2,107584,Male,1,Mechanical,State College,250000
88.3,88.2,2038,Male,6,Civil,NIT,1299182
76.5,84.5,20243,Male,2,Civil,State College,250000
92.0,93.2,1,Male,4,Computer Science,Mid IIT,1413813
76.3,80.9,4462,Female,6,Civil,Mid IIT,1881535
84.5,84.9,78040,Male,3,Computer Science,NIT,1244950
85.4,83.1,41157,Male,3,Electronics,State College,686290
77.4,75.5,2949,Female,3,Mechanical,State College,642228
74.9,72.3,593,Male,5,Computer Science,Private College,1959569
71.5,72.6,67806,Female,3,Electrical,State College,548056
72.8,69.1,40489,Female,6,Computer Science,NIT,1525052
69.1,76.4,20301,Male,9,Electrical,State College,296695
99.0,93.2,1,Male,3,Mechanical,State College,895865
73.8,73.7,85178,Male,9,Mechanical,Private College,1241852
74.7,65.0,30132,Male,1,Mechanical,State College,387808
72.8,73.5,96890,Male,1,Civil,State College,1039531
83.1,81.1,2389,Female,4,Mechanical,State College,565440
68.7,70.2,2619,Male,5,Mechanical,State College,686045
81.2,80.9,79347,Female,4,Civil,Private College,497891
86.0,82.1,11124,Male,7,Electrical,State College,720867
84.2,81.2,131411,Male,3,Mechanical,State College,522050
87.2,83.8,1372,Male,3,Mechanical,State College,588292
81.0,92.0,2287,Male,7,Computer Science,NIT,1455880
85.7,81.2,83772,Male,2,Computer Science,State College,1039968
82.5,79.8,8074,Male,9,Electrical,State College,250000
99.0,87.3,11617,Male,5,Mechanical,Private College,441062
78.3,77.1,7349,Male,4,Civil,State College,612956
87.7,88.2,9486,Female,1,Electrical,State College,760934
69.6,77.0,155610,Male,4,Electronics,State College,1097158
78.4,80.1,142036,Female,4,Computer Science,State College,1594619
88.7,89.3,8180,Female,5,Electronics,State College,395328
76.6,76.7,36024,Female,4,Civil,Mid IIT,1866536
74.4,81.1,113092,Male,5,Computer Science,Mid IIT,1635394
71.9,75.5,1125,Male,3,Electrical,State College,304621
73.2,67.0,29321,Male,8,Computer Science,State College,745162
84.0,73.8,142136,Male,4,Computer Science,State College,1344478
64.6,66.3,20515,Female,4,Mechanical,State College,264548
78.0,84.7,7288,Male,3,Electrical,State College,648185
84.3,86.3,2371,Male,5,Mechanical,NIT,1555540
67.9,68.8,17155,Female,10,Civil,State College,250000
80.9,79.6,53268,Female,6,Mechanical,State College,721381
100.0,97.0,3334,Male,10,Computer Science,NIT,1631119
67.9,59.1,114574,Male,4,Mechanical,State College,250000
92.2,93.2,361,Female,10,Civil,State College,1130890
97.0,99.0,909,Male,2,Computer Science,Top IIT,2197426
79.3,72.9,21570,Male,2,Electrical,Private College,608222
79.1,83.0,8507,Male,6,Electronics,NIT,1519766
99.0,98.0,368,Male,5,Electronics,Private College,890879
74.8,73.3,6501,Male,3,Computer Science,State College,865740
64.5,67.8,26487,Male,5,Computer Science,State College,1655923
81.7,73.7,10164,Male,10,Electrical,State College,453069
95.9,88.8,1055,Male,2,Computer Science,Top IIT,1999624
68.3,63.0,43309,Female,4,Civil,Private College,983853
68.5,67.9,52300,Male,10,Electronics,State College,900010
71.2,75.7,31033,Male,9,Computer Science,State College,880127
80.8,76.0,829,Male,5,Computer Science,State College,640434
92.5,91.0,2067,Male,7,Electrical,State College,849901
78.7,80.2,9698,Female,7,Electrical,State College,768177
75.4,80.0,24233,Female,3,Computer Science,Private College,977244
80.2,80.7,48556,Male,2,Computer Science,State College,1052953
79.6,78.0,31720,Male,7,Electronics,State College,595550
74.7,80.2,13564,Female,3,Civil,Private College,583764
79.2,76.3,34330,Male,4,Electronics,State College,1464839
76.1,66.6,17524,Female,3,Computer Science,State College,870881
75.8,74.8,3945,Male,1,Computer Science,State College,433053
94.5,96.0,4303,Female,2,Computer Science,State College,1033833
83.4,81.8,3604,Male,4,Computer Science,NIT,1456562
75.4,71.7,13388,Male,3,Computer Science,Private College,1680191
68.4,70.0,57972,Male,10,Electrical,Private College,805293
70.6,74.0,5072,Male,1,Computer Science,State College,1146091
85.4,85.3,9519,Male,6,Electrical,Mid IIT,882854
80.8,72.7,5229,Male,5,Electronics,State College,250000
79.9,79.1,54905,Male,4,Computer Science,State College,1600515
74.6,71.1,52656,Male,10,Electrical,Private College,250000
75.7,78.9,35320,Male,7,Civil,State College,868792
89.4,87.1,6283,Male,5,Electrical,State College,845050
76.2,74.6,14599,Male,4,Electrical,State College,877692
74.0,72.7,49461,Female,8,Mechanical,State College,314376
99.0,95.0,93,Female,3,Computer Science,Mid IIT,1489671
83.4,86.9,709,Male,3,Electrical,NIT,1756483
80.4,76.2,4629,Female,7,Mechanical,NIT,1038330
72.7,67.3,1305,Male,5,Computer Science,NIT,2091938
71.5,69.0,120529,Male,9,Electrical,State College,1072135
72.8,78.5,21216,Female,2,Computer Science,State College,885230
74.0,77.5,32269,Male,3,Mechanical,State College,284156
69.8,72.0,121566,Male,4,Computer Science,State College,630930
94.5,89.2,4150,Female,4,Computer Science,NIT,1906793
77.3,75.5,52215,Male,5,Computer Science,Private College,540487
74.3,76.1,8896,Male,5,Civil,State College,749377
82.9,82.9,5771,Male,4,Electronics,Private College,382433
82.3,78.9,12164,Male,2,Civil,State College,492781
81.5,82.4,17363,Male,10,Electronics,Private College,1031169
76.2,73.1,101749,Male,3,Computer Science,Private College,742036
99.0,95.7,221,Male,5,Civil,NIT,1012959
65.7,59.6,61277,Male,9,Civil,State College,548446
76.7,77.7,9638,Male,4,Computer Science,State College,615412
97.3,94.9,10063,Male,2,Civil,State College,896403
99.0,88.7,5481,Male,10,Mechanical,Mid IIT,1265436
93.9,96.6,588,Female,2,Computer Science,Mid IIT,1780475
73.8,74.2,28944,Female,4,Electrical,State College,586303
75.6,72.5,250251,Male,6,Mechanical,NIT,1622676
70.1,58.6,30195,Male,3,Computer Science,NIT,2341137
74.2,76.5,58941,Female,10,Computer Science,State College,250000
89.0,87.8,4899,Male,7,Civil,State College,253194
95.9,94.5,611,Male,2,Electrical,Top IIT,1599743
100.0,91.3,3739,Male,4,Computer Science,NIT,1743241
78.4,75.1,103165,Male,4,Electrical,State College,794187
68.3,65.4,16637,Male,3,Computer Science,State College,1463367
97.0,91.0,1,Male,4,Computer Science,Top IIT,3000000
69.8,71.6,249725,Male,2,Computer Science,Private College,250000
88.1,86.5,479,Female,2,Computer Science,Mid IIT,2293863
86.9,88.0,133535,Male,3,Mechanical,State College,702996
69.1,71.6,12920,Male,3,Electrical,State College,1063845
64.9,65.0,4403,Male,4,Electrical,State College,766374
70.3,66.5,37021,Male,7,Electrical,State College,250000
75.3,73.9,31348,Male,6,Computer Science,State College,931226
81.6,84.2,74033,Female,4,Computer Science,State College,469116
83.1,81.9,13908,Female,10,Computer Science,State College,2128862
73.9,71.1,13722,Female,4,Electrical,State College,1105705
84.8,77.4,16431,Female,4,Electrical,State College,810424
73.4,77.3,846,Female,7,Mechanical,NIT,694691
80.7,77.7,47467,Female,5,Civil,State College,250000
79.3,86.3,22627,Male,1,Electrical,State College,390622
100.0,90.7,2580,Female,6,Computer Science,NIT,1885281
76.1,78.3,250092,Female,1,Civil,Private College,593698
71.5,68.6,21943,Male,5,Mechanical,State College,690770
75.1,70.0,249987,Male,2,Mechanical,State College,695040
84.5,82.1,11984,Male,1,Computer Science,State College,663176
78.1,75.4,75749,Male,1,Electrical,Private College,779517
87.2,82.6,8012,Female,6,Mechanical,State College,490304
93.6,90.9,1543,Male,3,Electronics,State College,775992
83.6,82.6,19892,Male,5,Civil,State College,835484
76.1,74.7,2662,Female,7,Mechanical,State College,534371
68.8,74.3,22062,Male,5,Civil,State College,460006
89.8,92.1,2970,Female,6,Computer Science,State College,1293889
82.8,78.7,37949,Female,2,Electrical,State College,924446
81.0,79.0,55812,Male,3,Electrical,State College,298263
69.7,64.3,9298,Male,7,Mechanical,State College,1284918
96.2,96.9,243,Female,6,Computer Science,Top IIT,2572808
90.9,86.3,1149,Female,10,Computer Science,Mid IIT,3000000
68.8,67.2,25576,Female,10,Computer Science,State College,1640498
91.1,82.6,9554,Female,3,Civil,NIT,985633
93.0,91.9,545,Male,2,Computer Science,Mid IIT,2365918
91.8,88.4,6729,Male,7,Computer Science,State College,636487
85.9,86.8,735,Male,3,Civil,State College,366347
79.6,71.0,9003,Male,4,Mechanical,State College,778225
75.6,82.9,17838,Male,7,Electrical,State College,582827
74.7,70.3,40626,Male,7,Computer Science,State College,1076306
78.5,79.1,3472,Male,2,Computer Science,Mid IIT,1828222
100.0,91.7,3418,Male,10,Electrical,State College,1072712
65.1,59.0,127969,Male,6,Computer Science,Private College,250000
77.4,78.1,7073,Male,7,Computer Science,NIT,250000
89.7,93.5,911,Female,3,Computer Science,Top IIT,1562140
100.0,93.0,303,Female,5,Electrical,State College,671127
70.4,78.6,128930,Male,7,Civil,State College,890394
87.7,85.6,20940,Male,3,Electrical,State College,252294
99.0,93.2,12216,Female,5,Computer Science,NIT,1661452
75.8,64.6,15298,Female,4,Computer Science,State College,1706199
78.7,87.9,1196,Female,2,Civil,NIT,1000863
96.0,92.2,140,Male,10,Computer Science,Mid IIT,3000000
86.0,83.5,12675,Male,6,Electrical,State College,250000
92.2,84.7,6640,Male,5,Mechanical,State College,506320
93.8,90.3,14135,Male,1,Mechanical,State College,318129
80.6,90.0,16777,Male,2,Electrical,State College,637053
73.4,78.6,22385,Female,10,Computer Science,State College,1407612
80.9,81.1,5723,Male,4,Computer Science,Private College,1896573
75.7,75.7,11197,Male,2,Electronics,State College,734351
68.5,70.8,1221,Female,1,Civil,State College,488945
74.8,76.7,11138,Male,2,Computer Science,State College,929112
86.8,82.7,8663,Male,2,Electrical,State College,774300
82.2,80.2,51193,Male,5,Mechanical,Private College,463207
81.8,84.9,112435,Female,3,Computer Science,State College,1186283
96.0,91.8,10437,Female,4,Mechanical,NIT,766672
80.2,79.5,940,Male,1,Electrical,State College,631717
84.3,81.4,3292,Male,9,Mechanical,State College,842706
98.5,93.6,14995,Male,9,Electrical,State College,1350576
66.1,62.2,7991,Male,9,Electrical,Private College,257099
86.3,85.4,63317,Male,5,Computer Science,State College,1285357
81.8,83.4,27580,Female,7,Computer Science,Private College,1216719
79.6,79.9,1971,Female,1,Computer Science,NIT,1258014
74.1,77.1,223717,Male,5,Computer Science,State College,1076651
69.7,73.0,33216,Male,4,Electrical,State College,394215
97.0,92.1,2106,Female,1,Electronics,NIT,703641
86.5,75.0,47044,Female,3,Computer Science,NIT,1899238
95.1,88.4,11004,Male,8,Computer Science,State College,1703873
72.8,78.8,149456,Female,2,Electrical,State College,721337
78.2,76.7,116828,Male,6,Computer Science,State College,856046
70.2,70.3,62109,Female,3,Electronics,Private College,742529
87.3,87.9,11727,Female,1,Electronics,State College,573798
82.5,84.9,7591,Male,3,Computer Science,NIT,1586787
84.0,86.0,5641,Male,4,Computer Science,NIT,1475367
86.0,83.5,1961,Male,7,Mechanical,NIT,1689650
73.3,72.5,81156,Female,3,Electronics,NIT,1311516
84.1,87.1,3917,Male,2,Electronics,State College,885775
85.0,78.2,2556,Female,4,Computer Science,State College,1453118
90.5,80.8,38024,Male,5,Computer Science,State College,711461
79.5,70.3,9079,Male,4,Computer Science,State College,1072712
77.7,75.2,27885,Male,4,Computer Science,State College,1353729
80.6,79.2,73694,Male,6,Computer Science,State College,1038811
98.0,92.9,1625,Male,3,Computer Science,State College,250000
71.1,67.2,14639,Male,3,Computer Science,State College,1501556
97.0,92.7,1,Male,2,Computer Science,Top IIT,2055012
100.0,99.0,556,Male,7,Computer Science,Mid IIT,2686785
88.9,87.8,2239,Female,6,Electronics,NIT,1437544
79.4,82.9,249508,Male,5,Mechanical,State College,465949
64.6,62.400000000000006,7024,Female,3,Civil,State College,746179
65.7,68.3,19450,Male,3,Electrical,State College,1091004
96.0,96.0,84,Male,10,Computer Science,Top IIT,3000000
67.4,69.2,17632,Male,5,Computer Science,NIT,1498689
82.5,77.9,249954,Male,6,Electronics,Private College,911636
83.0,83.4,6695,Male,1,Mechanical,State College,250000
80.6,83.9,10930,Male,5,Mechanical,State College,821168
91.7,87.6,879,Female,2,Mechanical,NIT,740249
93.0,91.3,3947,Male,4,Computer Science,NIT,1922077
66.8,65.3,17937,Male,10,Electronics,State College,1032191
96.0,95.0,608,Female,5,Computer Science,NIT,2153108
81.8,86.4,3014,Male,5,Mechanical,State College,976106
93.5,96.1,3588,Male,7,Electronics,State College,1666741
82.7,81.7,4012,Male,4,Computer Science,State College,1562430
78.7,76.0,19283,Male,1,Electrical,State College,606152
73.3,72.5,30712,Male,4,Computer Science,State College,1235923
71.6,60.9,249876,Male,3,Computer Science,Private College,898764
86.8,86.6,1829,Male,4,Computer Science,NIT,2035672
73.1,74.2,67272,Male,4,Electrical,State College,255310
73.3,67.7,8856,Female,4,Computer Science,State College,250000
93.4,91.1,4285,Female,9,Computer Science,Mid IIT,3000000
71.2,76.7,215458,Male,10,Mechanical,State College,960935
87.6,92.0,4005,Female,2,Mechanical,NIT,739980
67.4,63.1,1740,Female,3,Computer Science,Private College,250000
90.7,95.4,2996,Female,2,Mechanical,State College,250000
77.2,74.7,10038,Female,4,Computer Science,Private College,1629619
78.8,75.5,2859,Male,10,Electrical,NIT,356162
87.9,89.7,3693,Male,2,Computer Science,NIT,2913448
82.6,82.7,3181,Male,1,Computer Science,State College,1515747
68.4,65.1,5295,Female,2,Mechanical,State College,488877
80.5,82.4,249861,Male,2,Mechanical,State College,614753
86.7,81.4,1666,Female,5,Mechanical,NIT,1046821
81.8,75.1,846,Male,10,Electrical,State College,1408355
81.8,75.7,1116,Male,2,Electrical,State College,789959
83.6,96.4,2896,Female,5,Computer Science,State College,1270616
72.7,72.7,54258,Female,6,Electrical,State College,1230353
88.0,82.1,55141,Male,6,Electronics,State College,836705
76.6,78.7,1048,Female,3,Mechanical,State College,872388
75.2,78.6,635,Male,6,Computer Science,State College,1028774
85.1,79.0,109163,Male,3,Mechanical,State College,940744
74.0,75.7,53462,Male,3,Electrical,State College,364310
97.4,98.0,1014,Male,9,Computer Science,Mid IIT,3000000
88.3,74.6,95058,Female,5,Electrical,State College,250000
85.8,74.2,5421,Male,10,Computer Science,NIT,1954262
89.1,83.0,28501,Male,3,Computer Science,State College,439063
77.5,80.1,250073,Male,2,Mechanical,State College,510314
79.2,88.1,6692,Male,7,Computer Science,NIT,1846828
80.7,82.2,84307,Male,2,Computer Science,State College,1305634
94.7,93.8,1492,Male,5,Computer Science,NIT,1837364
96.0,97.0,354,Male,3,Mechanical,Mid IIT,1684733
86.2,79.7,48442,Female,10,Mechanical,NIT,1441087
91.5,89.8,1013,Male,5,Computer Science,NIT,1523346
96.0,96.4,560,Male,4,Computer Science,State College,1097903
66.1,73.0,5926,Male,10,Computer Science,State College,976733
70.1,71.9,23413,Male,5,Mechanical,Private College,486241
89.3,84.1,326,Male,2,Computer Science,NIT,561534
70.9,80.4,1870,Female,10,Civil,State College,705278
98.5,93.0,929,Male,1,Civil,NIT,498694
71.5,72.0,4437,Female,8,Computer Science,State College,1487824
84.1,89.0,16841,Male,5,Electrical,State College,788833
69.7,78.3,75746,Female,3,Mechanical,State College,619574
78.6,78.0,6463,Male,3,Computer Science,State College,1410066
89.6,84.4,722,Female,4,Computer Science,NIT,336724
82.2,77.8,12256,Male,7,Civil,NIT,712833
82.3,78.8,30750,Male,10,Mechanical,NIT,1806115
96.0,94.0,257,Male,3,Computer Science,Mid IIT,1704281
84.5,90.4,4742,Female,3,Civil,NIT,1158101
81.1,78.4,14151,Male,3,Electrical,NIT,1463533
85.4,74.4,31607,Male,6,Computer Science,State College,1563701
77.3,78.8,2507,Male,6,Mechanical,State College,391284
68.0,66.8,41814,Female,9,Mechanical,State College,439876
78.2,74.3,7482,Male,4,Mechanical,State College,957174
89.1,79.0,3174,Female,5,Mechanical,State College,488913
89.9,82.8,1882,Male,5,Electrical,State College,629523
80.4,84.5,29322,Female,10,Electrical,State College,1183577
63.9,67.5,101056,Male,3,Computer Science,State College,250000
88.8,86.4,24708,Male,6,Mechanical,NIT,1250678
75.6,74.0,1656,Male,4,Electrical,NIT,1272196
94.9,96.0,178,Female,7,Civil,State College,671601
69.5,63.400000000000006,249968,Female,5,Electrical,Private College,250000
83.8,84.8,46945,Female,10,Civil,State College,512852
70.8,71.4,31932,Male,7,Computer Science,State College,1780047
97.8,97.0,23,Male,4,Computer Science,Mid IIT,876023
75.5,67.0,191941,Male,2,Electrical,State College,661976
77.5,74.5,10594,Female,5,Electrical,State College,1182220
85.1,79.0,35428,Female,4,Electrical,State College,1023277
79.6,75.0,31972,Male,5,Civil,State College,350545
93.0,85.0,201215,Male,2,Computer Science,NIT,1973771
80.1,79.2,22679,Female,2,Electrical,State College,678568
82.6,78.6,54768,Male,2,Computer Science,State College,1100860
99.5,94.1,2654,Male,2,Civil,State College,564157
75.1,75.2,69703,Female,8,Electrical,State College,479999
74.6,75.0,94137,Male,1,Civil,State College,929525
100.0,90.0,3608,Female,6,Electrical,State College,832729
99.0,98.0,998,Male,7,Mechanical,State College,822742
90.1,91.3,4282,Male,9,Computer Science,NIT,2121245
91.6,86.1,6286,Male,2,Civil,State College,585358
86.3,90.1,5957,Male,10,Computer Science,State College,2986540
85.7,86.3,1857,Female,7,Mechanical,NIT,1478051
86.3,75.3,23018,Male,3,Electrical,State College,550595
85.0,80.3,19226,Male,4,Civil,State College,654084
59.0,66.6,2795,Male,7,Electronics,State College,525255
98.0,88.7,22857,Male,5,Computer Science,State College,1573333
79.8,72.2,89035,Male,6,Computer Science,State College,1007964
72.5,71.4,122764,Female,3,Computer Science,Private College,250000
92.5,77.1,49920,Male,6,Computer Science,State College,1460189
72.5,70.6,12849,Male,4,Computer Science,State College,1452050
72.4,69.3,34692,Female,3,Mechanical,State College,524223
84.8,81.6,130027,Female,3,Computer Science,State College,754428
85.9,91.4,489,Male,6,Computer Science,NIT,1905047
72.9,81.9,9274,Female,3,Electrical,NIT,1430468
71.0,73.9,13473,Male,6,Computer Science,State College,1089026
66.5,60.0,19662,Male,10,Computer Science,NIT,1407964
88.2,83.1,1,Male,3,Mechanical,Top IIT,1622342
78.5,79.2,36898,Female,1,Computer Science,NIT,1147255
77.8,86.6,1094,Male,3,Electrical,State College,760482
94.5,100.0,444,Female,5,Mechanical,Mid IIT,1664529
86.7,84.4,10774,Male,1,Electrical,State College,639688
86.8,80.2,24871,Male,1,Electrical,NIT,712306
76.2,73.0,19507,Female,4,Mechanical,State College,515452
79.8,74.2,9390,Male,4,Civil,Private College,250000
95.3,89.6,132,Female,2,Mechanical,Mid IIT,1447838
97.1,96.3,1881,Male,8,Electronics,Mid IIT,3000000
89.1,87.1,1,Male,10,Electronics,NIT,1301433
90.4,96.1,4523,Male,7,Electronics,State College,642312
79.0,77.2,36401,Female,9,Electrical,State College,697927
94.0,97.2,1458,Female,3,Computer Science,State College,967671
96.2,92.6,13626,Female,2,Mechanical,State College,1021721
62.2,57.6,97398,Female,4,Electrical,State College,288911
75.3,80.1,9509,Male,8,Civil,State College,633660
74.9,70.1,35759,Male,5,Mechanical,State College,644714
100.0,93.4,4599,Female,1,Computer Science,NIT,1720738
90.7,92.6,3503,Male,8,Mechanical,Mid IIT,1665121
77.7,70.8,2264,Male,3,Computer Science,State College,1348942
100.0,90.9,11133,Male,9,Computer Science,Mid IIT,3000000
72.2,78.2,10057,Male,4,Mechanical,State College,629221
76.6,78.7,7665,Male,4,Computer Science,NIT,1908677
96.0,87.2,37315,Male,3,Mechanical,State College,739419
95.1,89.0,948,Male,5,Electronics,Mid IIT,2348561
82.2,91.7,759,Female,5,Computer Science,Mid IIT,2575607
72.4,75.2,2190,Female,5,Computer Science,State College,638746
75.8,76.2,65615,Male,9,Mechanical,State College,250000
83.4,78.2,74895,Male,10,Mechanical,State College,661671
95.7,98.4,1,Male,2,Civil,Top IIT,1021794
86.5,91.3,796,Male,1,Electrical,Mid IIT,1226621
70.8,72.8,32707,Female,6,Computer Science,State College,919741
84.9,91.7,1526,Female,1,Computer Science,NIT,1482846
61.3,65.1,39216,Male,3,Civil,State College,250000
81.5,75.0,27641,Female,3,Civil,State College,775390
85.7,89.6,4545,Female,4,Computer Science,NIT,1577663
72.9,73.3,150422,Male,5,Mechanical,Private College,727692
93.1,84.7,250217,Male,4,Civil,NIT,818053
88.7,89.3,21178,Male,3,Computer Science,Private College,913039
83.5,75.6,2148,Female,10,Mechanical,State College,848886
98.0,90.5,1,Male,5,Electrical,State College,310806
93.2,89.7,1023,Female,5,Computer Science,Mid IIT,776269
93.0,84.9,519,Male,3,Computer Science,State College,1589624
96.0,91.8,6366,Male,3,Civil,NIT,524891
91.7,91.1,3664,Male,1,Mechanical,State College,502557
76.6,76.5,6777,Male,1,Electrical,State College,594272
96.0,94.0,1,Male,3,Electrical,NIT,1334557
72.1,70.8,36674,Male,4,Mechanical,State College,427690
86.7,84.2,35246,Female,3,Electronics,State College,1480648
96.3,96.0,1,Male,7,Mechanical,Top IIT,1726495
80.1,80.3,101957,Female,10,Mechanical,State College,684472
73.0,78.0,86329,Female,7,Civil,State College,414519
89.0,89.5,1,Male,7,Computer Science,NIT,1716155
91.6,97.5,367,Female,4,Mechanical,Mid IIT,2658550
80.9,92.9,4540,Male,3,Computer Science,NIT,966968
77.4,78.2,1497,Male,10,Electronics,State College,769414
66.4,71.7,7790,Female,3,Mechanical,State College,350562
69.6,62.5,1381,Female,7,Computer Science,Private College,731956
86.0,79.8,250380,Male,3,Electronics,State College,431348
97.0,92.2,2423,Male,10,Computer Science,State College,1540167
79.3,79.3,14267,Male,2,Electrical,State College,603262
80.7,80.0,37815,Female,7,Computer Science,State College,1496445
92.0,93.3,7605,Female,3,Civil,State College,408875
91.8,86.8,3825,Female,6,Computer Science,Private College,1179039
74.1,82.7,21232,Male,2,Electronics,Private College,633775
68.2,70.5,13386,Female,6,Electrical,State College,1072157
72.0,69.9,19269,Female,10,Civil,State College,391383
77.9,75.8,7066,Female,5,Computer Science,NIT,1328033
82.4,80.9,33273,Male,4,Computer Science,Private College,1585026
78.5,83.7,2083,Male,10,Mechanical,State College,313435
73.7,76.2,250038,Female,4,Computer Science,NIT,420045
68.0,62.3,10561,Male,6,Civil,State College,766855
79.6,87.0,9161,Male,5,Computer Science,State College,1236320
91.7,97.0,3432,Male,1,Computer Science,State College,250000
91.3,98.0,87,Male,8,Computer Science,NIT,2205449
84.0,85.2,9143,Male,5,Mechanical,State College,1083133
67.2,69.4,48161,Male,5,Civil,NIT,1651663
74.8,78.4,18410,Male,3,Civil,Private College,728353
66.8,67.7,111780,Male,2,Computer Science,Private College,250000
96.0,92.5,4595,Male,10,Mechanical,State College,653032
